id,char,dialog,movie
1489,EOWYN,"My lord, your son......he is dead. , My lord? Uncle? Will you not go to him? Will you do     nothing? ",The Two Towers 
1490,GANDALF,Be careful what you say.Do not look for welcome here.     ,The Two Towers 
1491,GRIMA,"Oh, he must have died sometime in the night. What a tragedy     for the king......to lose his only son and heir. ",The Two Towers 
1492,GANDALF,  I've sent him to his death.      ,The Return of the King 
1493,ARAGORN,  No.  There is still hope for Frodo.  He needs time and safe passage across the plains of    Gorgoroth.  We can give him that.      ,The Return of the King 
1494,GIMLI,  How?     ,The Return of the King 
1495,ARAGORN,  Draw out Sauron's armies.  Empty his lands.   Then we gather our full strength and march on the Black Gate.      ,The Return of the King 
1496,EOMER,  We cannot achieve victory through strength of arms.      ,The Return of the King 
1497,ARAGORN,  Not for ourselves.  But we can give Frodo his chance if we keep Sauron's eye fixed upon us.   Keep him blind to all else that moves.      ,The Return of the King 
1498,LEGOLAS,  A diversion.      ,The Return of the King 
1499,GIMLI,"  Certainty of death, small chance of success, what are we waiting for?      ",The Return of the King 
1500,GANDALF,  Sauron will suspect a trap.  He will not take the bait.     ,The Return of the King 
1501,ARAGORN,"  Oh, I think he will.      ",The Return of the King 
1502,ARAGORN,"  Long have you hunted me.  Long have I eluded you.  No more! ,  Behold, the Sword of Elendil!      ",The Return of the King 
1503,EOTHAIN,"Yes, Mama.",The Two Towers 
1504,FREDA,"I don't want to leave.I don't want to go, Mama.",The Two Towers 
1505,MORWEN," Freda, I will find     you there.",The Two Towers 
1506,MORWEN,"Quickly! ,Go, child.",The Two Towers 
1507,SARUMAN VOICE OVER,"Rohan, my lord......is ready to fall.",The Two Towers 
1508,EOMER,Theodred.Find the king's son!,The Two Towers 
1509,ROHAN HORSEMAN,Mordor will pay for this,The Two Towers 
1510,EOMER,These Orcs are not from Mordor.,The Two Towers 
1511,ROHAN HORSEMAN,"My Lord Eomer, over here!",The Two Towers 
1512,EOMER,He's alive.,The Two Towers 
1513,EOWYN,Theodred.,The Two Towers 
1514,EOWYN,"Your son is badly wounded, my lord.",The Two Towers 
1515,EOMER,He was ambushed by Orcs.If we don't defend our countrySaruman will take it by force,The Two Towers 
1516,GRIMA,That is a lie.Saruman the White has ever beenour friend and ally.,The Two Towers 
1517,FRODO,Gandalf told me you wereone of the river-folk. ,The Two Towers 
1518,GOLLUM,Cold be heart and hand and boneCold be travellers far from home ,The Two Towers 
1519,FRODO,He said your life was a sad story. ,The Two Towers 
1520,GOLLUM,They do not see what lies aheadWhen sun has failed and moon is dead ,The Two Towers 
1521,FRODO,You were not so very differentfrom a Hobbit once.Were you?Smeagol. ,The Two Towers 
1522,GOLLUM,What did you call me? ,The Two Towers 
1523,FRODO,"That was your name once, wasn't it?A long time ago. ",The Two Towers 
1524,GOLLUM,My name.My name.Smeagol. ,The Two Towers 
1525,GOLLUM,Aagh! ,The Two Towers 
1526,SAM,Black Riders! ,The Two Towers 
1527,GOLLUM,Hide! Hide! ,The Two Towers 
1528,FRODO,Aagh! ,The Two Towers 
1529,FRODO,Aagh! ,The Two Towers 
1530,SAM,"Come on, Frodo. Come on! ",The Two Towers 
1531,GOLLUM,Quick! They will see us!They will see us! ,The Two Towers 
1532,SAM,I thought they were dead. ,The Two Towers 
1533,GOLLUM,"Come on, Hobbits!  Mustn't stop now.   This way!   ",The Return of the King 
1534,PIPPIN,"So I imagine this is just a ceremonial position.  ,  I mean, they don't actually expect me to do any     fighting,   do they?   ",The Return of the King 
1535,GANDALF,You're in the service of the steward now.  You'll have to do as you are     told Peregrin Took. ,The Return of the King 
1536,GANDALF,Ridiculous Hobbit!  Guard of the Citadel!  ,The Return of the King 
1537,GANDALF,Thank you.   ,The Return of the King 
1538,PIPPIN,There's no more stars!  Is it time?   ,The Return of the King 
1539,GANDALF,Yes. ,The Return of the King 
1540,PIPPIN, It's so quiet.   ,The Return of the King 
1541,GANDALF,It's the deep breath before the plunge.  ,The Return of the King 
1542,PIPPIN,"I don't want to be in a battle.  But waiting on the edge of one I can't     escape is even worse. , Is     there any hope Gandalf, for Frodo and Sam?   ",The Return of the King 
1543,GANDALF,"There never was much hope.  Just a fool's hope.  , Our enemy is ready.      His full strength's gathered.   Not only orcs, but men as well    ,  Legions of Haradrim from     the South, mercenaries from the coast ,     All will answer Mordor's call.  ",The Return of the King 
1544,CAPTAIN,Come on! ,The Return of the King 
1545,SAURON VOICE,Build     me an army worthy of Mordor ,The Fellowship of the Ring 
1546,ORC,What orders from Mordor my Lord? What does the Eye command? ,The Fellowship of the Ring 
1547,SARUMAN,We have work to do ,The Fellowship of the Ring 
1548,ORC,The trees are strong my Lord.  The roots go deep ,The Fellowship of the Ring 
1549,SARUMAN,Rip them all down  ,The Fellowship of the Ring 
1550,STRIDER,This was the great watch tower of Amon    ,The Fellowship of the Ring 
1551,STRIDER," These are for you.      Keep them close, I'm going to have a look round,  Stay here    ",The Fellowship of the Ring 
1552,MERRY,My tomato's burst! ,The Fellowship of the Ring 
1553,PIPPIN,Can I have some bacon? ,The Fellowship of the Ring 
1554,MERRY,OK.  Want a tomato Sam ? ,The Fellowship of the Ring 
1555,FRODO,      What are you doing ? ,The Fellowship of the Ring 
1556,MERRY," Tomatoes, sausages, nice crispy bacon ",The Fellowship of the Ring 
1557,SAM, Saved     some for you Mr Frodo ,The Fellowship of the Ring 
1558,SAM,Look Frodo.  It's Mr Bilbo's trolls ,The Fellowship of the Ring 
1559,SAM,He's going cold! ,The Fellowship of the Ring 
1560,PIPPIN,Is he going to die ? ,The Fellowship of the Ring 
1561,STRIDER,He's passing into the Shadow world.  He'll soon become a wraith     like them.  ,The Fellowship of the Ring 
1562,MERRY,They're close! ,The Fellowship of the Ring 
1563,STRIDER,Sam! Do you know the Athelas plant ? ,The Fellowship of the Ring 
1564,LEGOLAS,"Govannas v'n gwennen le, Haldir o L'rien. ",The Fellowship of the Ring 
1565,HALDIR,"A, Aragorn in D'nedain istannen le ammen. ",The Fellowship of the Ring 
1566,ARAGORN, Haldir ,The Fellowship of the Ring 
1567,GIMLI,So much for the legendary courtesy of the Elves! Speak words     we can also understand! ,The Fellowship of the Ring 
1568,HALDIR,"We have not had dealings with the dwarves, since the dark     days. ",The Fellowship of the Ring 
1569,GIMLI,,The Fellowship of the Ring 
1570,ARAGORN, That! was not so courteous! ,The Fellowship of the Ring 
1571,HALDIR,"     You bring great evil with you ,You     can go no further! ",The Fellowship of the Ring 
1572,ARAGORN,Boe ammen veriad l'n. Andelu i ven! ,The Fellowship of the Ring 
1573,ARAGORN,Merin le telim.     ,The Fellowship of the Ring 
1574,HALDIR,Aragorn!  ,The Fellowship of the Ring 
1575,ARAGORN, Andelu i ven. ,The Fellowship of the Ring 
1576,GANDALF,"Frodo, come and help an old man ,How's your shoulder? ",The Fellowship of the Ring 
1577,SAM,Those rain clouds might. ,The Two Towers 
1578,SAM,This looks strangely familiar. ,The Two Towers 
1579,FRODO,It's because we've been here before.We're going in circles. ,The Two Towers 
1580,SAM,What is that horrid stink?I warrant there's a nasty bog nearby. Can you smell it? ,The Two Towers 
1581,FRODO,Yes.....I can smell it.................We're not alone. ,The Two Towers 
1582,GOLLUM,"The thieves............... The thieves.The filthy little thieves.Where is it?.............Where is it?They stole it from us.............My precious.........Curse them, we hates them!It's ours, it is, and we wants it! ",The Two Towers 
1583,FRODO,"This is Sting.You've seen it before......haven't you, Gollum?Release him or I'll cut your throat. ",The Two Towers 
1584,GOLLUM,Yessssss ,The Two Towers 
1585,GOLLUM,It burns!It burns us!It freezes!Nasty Elves twisted it. ,The Two Towers 
1586,GOLLUM,Take it off us! ,The Two Towers 
1587,SAM ,"Quiet, you!It's hopeless. Every Orc in Mordor'sgoing to hear this racket.    Let's just tie him up and leave him. ",The Two Towers 
1588,GOLLUM,No!That would kill us! Kill us! ,The Two Towers 
1589,SAM,It's no more than you deserve! ,The Two Towers 
1590,FRODO,"Maybe he does deserve to die.But now that I see him, I do pity him. ",The Two Towers 
1591,GOLLUM,We be nice to themif they be nice to us.Take it off us.We swears to do what you wants................We swears. ,The Two Towers 
1592,SAM,"Mr Frodo ? , Frodo! Frodo!     , I thought I'd lost you ",The Fellowship of the Ring 
1593,FRODO,What are you talking about ? ,The Fellowship of the Ring 
1594,SAM,It's just something Gandalf said.  ,The Fellowship of the Ring 
1595,FRODO,What did he say? ,The Fellowship of the Ring 
1596,GANDALF,The Fellowship awaits the Ringbearer.  ,The Fellowship of the Ring 
1597,FRODO,"Mordor, Gandalf, is it left or right ? ",The Fellowship of the Ring 
1598,GANDALF,     Left. ,The Fellowship of the Ring 
1599,GANDALF VOICEOVER,"We must hold this course west of the Misty Mountains for     forty days. If our luck holds the Gap of Rohan will still be open to us.    , and there are     road turns east to Mordor. ",The Fellowship of the Ring 
1600,BOROMIR,"Good, very good.  ",The Fellowship of the Ring 
1601,ARAGORN,Move your feet ,The Fellowship of the Ring 
1602,MERRY,You look good Pippin ,The Fellowship of the Ring 
1603,PIPPIN,     Thanks  ,The Fellowship of the Ring 
1604,GIMLI," If     anyone was to ask for my opinion, which I note that they're not, I'd say     that we were taking the long way round. Gandalf, we could pass through the     Mines of Moria.  My cousin Balin would give us a royal welcome.  ",The Fellowship of the Ring 
1605,GANDALF,"No Gimli, I would not take the road through Moria unless I     had no other choice. ",The Fellowship of the Ring 
1606,PIPPIN,ARGH! ,The Fellowship of the Ring 
1607,BOROMIR,Sorry!  ,The Fellowship of the Ring 
1608,MERRY,Get him!  ,The Fellowship of the Ring 
1609,PIPPIN,"For the Shire.  Hold him, hold him down Merry!     ",The Fellowship of the Ring 
1610,ARAGORN,"Gentlemen, that's enough!  ",The Fellowship of the Ring 
1611,ARAGORN,"The same blood flows in my veins , The same weakness  ",The Fellowship of the Ring 
1612,ARWEN," Your time     will come.  You will face the same evil and you will defeat it       A si i-Dh'ath '-orthor, Aragorn. ' or le a ' or nin. ",The Fellowship of the Ring 
1613,ARWEN,"Renech i lu i erui govannen? (,) ",The Fellowship of the Ring 
1614,ARAGORN,Nauthannem i ned ol reniannen.,The Fellowship of the Ring 
1615,ARWEN,"Gwenwin in enninath...U-arnech in naeth i si celich. (,) Renech i beth i     pennen?  ",The Fellowship of the Ring 
1616,ARAGORN,"You said you would bind yourself to     me,foresaking     the immortal life of your people ",The Fellowship of the Ring 
1617,ARWEN,and to that I hold.  I would rather share one lifetime     with you than face all the ages of this world alone  ,The Fellowship of the Ring 
1618,ARWEN,I choose a mortal life ,The Fellowship of the Ring 
1619,ARAGORN,You cannot give me this ,The Fellowship of the Ring 
1620,ARWEN,It is mine to give to whom I will.  Like my heart     ,The Fellowship of the Ring 
1621,ELROND,"Strangers from distant lands, friends of old.  You have     been summoned here to answer the threat of Mordor.  Middle Earth stands     upon the brink of destruction.  None can escape it.  You will     unite or you will fall.  Each race is bound to this fate, this one     doom., Bring forth the Ring, Frodo ",The Fellowship of the Ring 
1622,BOROMIR, So     it's true  ,The Fellowship of the Ring 
1623,BOROMIR,"In a dream , I saw the Eastern sky grow dark ,In the West a pale light lingered A     voice was crying, your doom is near at hand , Isildur's bane is found    , Isildur's Bane ",The Fellowship of the Ring 
1624,ARAGORN,We are no spies.We track a party of Uruk-haiwestward across the plain.They have taken two of our friendscaptive. ,The Two Towers 
1625,EOMER,The Uruks are destroyed.We slaughtered them during the night. ,The Two Towers 
1626,GIMLI,But there were two Hobbits.Did you see two Hobbits with them? ,The Two Towers 
1627,ARAGORN,They would be small.Only children to your eyes. ,The Two Towers 
1628,EOMER,We left none alive.We piled the carcasses and burned them.  ,The Two Towers 
1629,GIMLI,Dead? ,The Two Towers 
1630,EOMER,I am sorry. ,The Two Towers 
1631,EOMER,"Hasufel! Arod! ,May these horses bear you to betterfortune than their former masters.,Farewell.",The Two Towers 
1632,EOMER,Look for your friends.But do not trust to hope.It has forsaken these lands. We ride north! ,The Two Towers 
1633,GIMLI,It's one of their wee belts. ,The Two Towers 
1634,LEGOLAS, Hiro hyn h'dh'     ab 'wanath...  ,The Two Towers 
1635,ARAGORN,Aaaaagh! ,The Two Towers 
1636,GRIMA,I understand. His passing is hard to accept. Especially now     that your brother has deserted you. ,The Two Towers 
1637,EOWYN,"Leave me alone, snake! ",The Two Towers 
1638,GRIMA,"Oh, but you are alone. Who knows what you've spoken to the     darkness ,......in     the bitter watches of the night......when all your life seems to shrink. The     walls of your bower closing in about you. A hutch to trammel some wild thing     in.    ,So fair. So cold. Like a morning of pale spring......still clinging     to winter's chill. ",The Two Towers 
1639,EOWYN,    Your words are poison. ,The Two Towers 
1640,GIMLI,You'll find more cheer in a graveyard. ,The Two Towers 
1641,HAMA,"I cannot allow you before Theoden King so armed, Gandalf     Greyhame. By order of Grima Wormtongue. ",The Two Towers 
1642,HAMA,Your staff ,The Two Towers 
1643,GANDALF,"Hmmm ,You     would not part an old man from his walking stick.",The Two Towers 
1644,GRIMA,"     My lord, Gandalf the Grey is coming. He's a herald of woe. ",The Two Towers 
1645,GANDALF,The courtesy of your hall is somewhat lessened of late......Theoden     King. ,The Two Towers 
1646,GRIMA, He's     not welcome. ,The Two Towers 
1647,THEODEN,Why should I welcome you......Gandalf Stormcrow?    ,The Two Towers 
1648,GRIMA,"A just question, my liege. ,Late is the hour......in which this     conjurer chooses to appear., Lathspell I name him.Ill news is an ill guest. ",The Two Towers 
